0	0
2	0
3	1
4	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
18	0
19	1
20	1
21	0
22	0
25	0
26	1
27	0
28	0
29	1
30	1
31	0
32	1
33	0
34	0
35	0
37	1
40	1
43	1
54	0
55	0
56	1
60	1
61	1
62	1
82	0
83	0
85	0
136	0
140	0
144	0
152	0
154	1
158	0
194	0
199	0
215	0
223	0
285	0
288	0
289	0
326	0
339	0
347	0
348	0
359	1
360	1
383	1
384	1
393	0
396	0
399	1
400	1
411	0
412	1
416	1
425	1
432	1
440	1
444	1
445	1
448	1
449	1
450	1
452	1
455	1
456	1
457	1
458	1
459	0
460	1
462	1
463	1
464	1
469	0
478	0
479	1
480	0
481	0
482	0
483	0
484	1
486	1
494	0
495	0
497	0
498	0
499	0
533	1
534	1
535	0
536	0
537	0
538	0
539	0
540	1
542	1
543	0
546	0
547	0
549	1
550	0
553	0
554	0
556	0
557	0
558	0
559	0
560	0
561	1
562	0
563	0
565	0
566	0
569	1
571	1
572	0
573	0
574	0
575	0
577	0
578	0
582	0
583	0
584	0
585	0
586	0
589	0
590	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
600	0
603	0
605	0
606	1
608	0
609	0
623	0
631	0
637	0
642	1
649	1
650	0
655	0
660	0
664	0
666	1
670	0
672	0
673	0
683	0
687	0
695	0
709	1
793	0
802	0
816	1
826	1
827	1
829	1
833	0
836	0
837	0
838	1
839	0
840	0
841	0
842	0
843	0
844	1
845	1
846	1
847	1
848	1
849	1
851	0
852	1
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	1
867	1
872	1
873	0
874	1
875	1
876	1
877	0
878	1
880	1
881	1
884	1
886	1
888	1
889	1
890	0
891	0
893	1
894	1
895	1
896	1
897	0
898	0
899	1
900	0
901	1
902	1
903	0
905	0
906	1
907	1
908	1
909	0
910	0
911	0
912	1
913	1
914	1
915	0
916	0
917	0
918	1
919	1
920	0
921	0
922	1
923	1
924	0
925	0
926	1
927	0
931	1
933	1
934	0
937	1
938	1
939	1
940	0
942	0
943	0
944	0
945	0
946	0
947	1
948	1
949	1
950	0
951	0
952	0
953	1
954	1
955	0
956	0
957	0
958	1
959	1
960	1
961	1
962	0
963	0
964	0
965	0
966	1
967	1
968	1
969	1
970	1
971	1
972	1
973	0
974	1
975	1
976	1
978	1
979	1
981	0
982	0
983	0
984	0
985	0
986	1
987	1
988	1
989	0
990	1
991	1
992	0
993	1
994	0
996	0
997	1
998	1
1000	1
1001	1
1002	1
1003	1
1004	1
1005	1
1006	0
1007	0
1008	1
1009	1
1010	1
1011	1
1012	0
1013	1
1014	1
1015	1
1016	1
1018	0
1019	1
1020	1
1021	0
1022	1
1023	1
1024	1
1025	1
1029	1
1030	0
1031	0
1032	1
1033	1
1034	1
1035	1
1036	1
1037	0
1038	1
1039	0
1040	1
1042	1
1043	0
1044	1
1045	1
1047	1
1048	0
1050	1
1052	1
1053	1
1054	1
1057	1
1058	1
1061	1
1062	1
1063	1
1064	1
1065	1
1069	1
1070	1
1071	1
1072	0
1073	1
1074	0
1075	1
1076	1
1077	1
1078	1
1079	0
1081	1
1082	1
1083	1
1084	1
1086	1
1087	1
1091	0
1092	1
1093	1
1094	1
1095	0
1096	1
1098	1
1099	1
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1107	0
1108	0
1109	1
1111	0
1112	1
1113	0
1114	0
1115	0
1116	0
1117	0
1119	0
1120	0
1126	0
1127	0
1130	1
1131	1
1132	0
1133	0
1134	0
1135	1
1136	1
1137	0
1138	1
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
