1	0
3	0
4	0
6	1
10	0
11	0
12	0
13	0
23	0
24	0
26	0
27	0
29	0
30	0
33	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
43	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
57	0
58	0
59	0
60	0
65	0
66	0
70	1
71	0
72	1
73	1
74	1
77	0
78	0
79	0
80	0
82	0
84	1
85	0
86	0
98	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
108	0
109	0
110	1
111	0
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
123	0
124	0
125	0
126	0
127	1
128	1
131	0
135	0
139	0
153	0
154	1
164	1
165	1
166	0
167	1
168	1
171	0
173	0
178	0
180	1
181	1
182	1
183	0
184	1
185	1
188	1
189	1
190	1
191	1
192	0
193	1
196	0
197	1
198	1
200	1
201	1
202	1
203	1
206	1
207	1
208	1
209	1
210	0
212	1
213	1
214	1
215	1
216	1
217	1
219	1
220	1
221	1
222	0
223	1
224	0
225	0
226	1
227	0
228	1
232	0
233	0
235	0
236	0
237	1
238	1
239	1
240	1
241	1
242	1
263	0
269	0
272	0
276	0
277	1
278	0
279	0
280	0
281	0
282	1
283	0
284	1
285	0
286	0
287	1
288	0
289	0
290	0
291	0
292	0
294	0
295	0
296	0
297	0
299	0
302	0
310	1
323	1
325	1
329	0
355	0
356	0
357	0
358	0
360	0
365	1
368	0
369	0
370	0
374	0
385	1
387	1
390	0
396	0
397	0
402	1
406	1
407	0
408	0
409	1
410	0
411	1
412	1
413	0
414	1
415	0
416	1
417	1
418	1
419	1
420	1
422	1
426	1
427	1
428	1
429	1
430	1
433	1
434	1
435	0
437	1
438	1
440	1
441	0
442	0
446	0
447	0
449	1
450	1
452	1
453	1
454	1
457	1
458	1
462	0
464	1
465	1
466	1
467	0
468	0
471	1
472	1
475	1
476	1
477	0
478	0
479	0
480	0
484	0
486	0
487	0
488	1
489	0
490	0
491	1
492	0
505	0
510	0
520	0
524	1
532	1
538	1
539	1
542	0
543	0
544	0
549	0
554	0
560	0
561	0
577	0
580	0
587	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
600	0
601	0
602	0
603	0
607	0
616	0
617	0
622	0
625	0
627	0
628	0
629	0
630	0
631	0
642	1
646	0
647	1
648	1
651	0
664	0
681	0
685	1
697	0
699	0
703	0
704	0
705	0
709	0
710	0
713	0
714	0
715	0
719	0
728	0
731	0
732	0
733	0
741	0
749	0
750	0
751	0
757	0
771	1
773	0
777	1
784	0
789	1
791	0
795	1
796	1
797	1
798	1
799	1
800	1
801	1
802	1
803	1
805	1
806	1
807	1
808	1
809	1
810	1
811	1
812	1
814	1
815	1
816	0
818	1
819	1
820	1
821	1
822	1
823	1
824	1
825	1
826	1
827	1
828	1
829	1
830	1
831	1
832	1
833	1
834	1
835	1
836	1
837	1
838	1
841	1
843	1
844	0
845	0
851	1
852	1
853	1
855	0
865	0
869	0
878	0
891	0
895	0
896	0
902	0
905	1
906	1
907	1
908	1
909	1
910	1
912	1
913	1
914	1
915	1
916	1
917	1
918	1
919	0
920	1
922	0
923	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
936	0
938	0
940	0
941	0
942	0
944	0
946	0
947	0
952	0
957	0
958	0
959	0
962	0
963	0
964	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
980	0
992	0
993	0
995	0
996	0
997	0
1002	0
1003	0
1014	0
1025	0
1039	0
1044	0
1046	0
1047	0
1057	0
1058	0
1059	0
1063	1
1077	1
1078	0
1092	0
1099	0
1116	1
1130	0
1133	1
1134	1
1135	1
1136	1
1137	1
1138	1
1139	1
1140	1
1141	0
1142	1
1143	1
1144	1
1145	1
1149	0
1150	1
1151	1
1152	0
1167	0
1172	0
1173	0
1175	0
1190	0
1203	1
1204	1
1205	1
1206	1
1207	1
1208	1
1211	1
1212	1
1213	1
1214	1
1215	1
1216	1
1217	1
1218	1
1219	0
1220	1
1222	1
1223	1
1224	1
1225	1
1226	1
1227	1
1228	0
1229	0
1230	0
1231	0
1232	1
1233	1
1234	1
1235	1
1237	1
1238	1
1239	1
1240	1
1241	0
1242	0
1243	0
1244	1
1245	1
1246	1
1247	1
1248	1
1249	0
1250	0
1251	0
1252	0
1253	0
1254	1
1255	1
1256	1
1257	0
1258	1
1259	0
1260	1
1261	0
1262	1
1263	0
1275	0
1291	0
1295	0
1296	0
1297	0
1301	0
1302	0
1305	0
1306	0
1307	0
1308	0
1333	0
1339	0
1340	1
1347	1
1348	0
1350	0
1359	0
1360	0
1361	0
1363	1
1364	0
1365	0
1373	0
1380	0
1381	0
1382	0
1383	0
1386	0
1404	0
1405	0
1408	0
1409	1
1412	1
1419	1
1420	0
1421	1
1422	1
1423	1
1424	1
1426	1
1427	1
1428	1
1429	1
1430	1
1433	1
1464	0
1467	1
1468	1
1471	1
1473	1
1476	0
1478	1
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1496	0
1497	0
1499	0
1500	0
1501	0
1503	0
1504	0
1505	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1526	0
1530	0
1543	1
1544	1
1545	1
1547	1
1548	1
1549	1
1550	0
1553	1
1555	1
1556	1
1557	0
1558	0
1560	0
1561	0
1562	0
1563	1
1564	1
1570	1
1583	1
1585	1
1589	0
1596	1
1598	1
1601	0
1607	0
1608	0
1613	1
1617	1
1618	0
1619	0
1620	1
1621	0
1622	1
1623	1
1624	0
1625	1
1626	0
1627	1
1628	1
1629	1
1630	1
1631	1
1633	1
1637	1
1638	1
1639	1
1640	1
1643	1
1644	1
1645	0
1647	1
1648	1
1650	1
1651	0
1652	0
1657	0
1658	0
1660	1
1664	1
1671	0
1676	1
1678	0
1682	1
1683	1
1684	1
1685	1
1686	1
1687	1
1688	1
1689	1
1690	1
1692	1
1693	1
1694	1
1695	1
1696	1
1697	1
1698	1
1700	1
1701	1
1702	0
1704	1
1705	1
1706	1
1707	1
1708	1
1709	1
1710	1
1711	1
1712	1
1713	1
1714	1
1715	1
1716	1
1717	1
1718	1
1719	1
1720	1
1721	1
1722	1
1723	1
1726	1
1728	1
1729	0
1734	1
1735	1
1736	1
1738	0
1745	0
1746	1
1747	0
1748	0
1749	0
1750	0
1751	1
1752	0
1753	1
1754	0
1755	0
1756	1
1757	0
1758	0
1759	0
1766	0
1767	0
1768	0
1770	1
1771	0
1772	0
1774	0
1780	0
1781	1
1788	1
1789	0
1791	0
1794	0
1796	1
1797	1
1798	1
1799	0
1800	1
1801	1
1804	1
1805	1
1806	1
1807	1
1808	0
1809	1
1812	0
1813	1
1814	1
1816	1
1817	1
1818	1
1819	1
1822	1
1823	1
1824	1
1825	1
1826	0
1827	1
1828	1
1829	1
1830	1
1831	1
1832	1
1834	1
1835	1
1836	1
1837	0
1838	1
1839	0
1840	0
1841	1
1842	0
1843	1
1847	0
1848	0
1850	0
1851	0
1852	0
1853	1
1854	1
1855	1
1856	1
1857	1
1858	1
1862	1
1864	0
1866	1
1872	1
1873	1
